iter	RMSE
380	0.03107867195
381	0.03100848409
382	0.03088861723
383	0.03081482007
384	0.03073132348
385	0.03061872217
386	0.03055392755
387	0.03043421357
388	0.03032542364
389	0.0302135243
390	0.0300965302
391	0.02999095345
392	0.02990214729
393	0.02975406352
394	0.02968751769
395	0.02957053356
396	0.02952931053
397	0.02947402262
398	0.02940337832
399	0.02929584467
400	0.02919309189
401	0.02913059376
402	0.02906806101
403	0.02896992771
404	0.02887678835
405	0.02885697869
406	0.02884755889
407	0.02879801127
408	0.02872736283
409	0.02862825949
410	0.02853091084
411	0.02849000283
412	0.02846106374
413	0.02845422653
414	0.02832916065
415	0.02819732565
416	0.02815593355
417	0.02806539499
418	0.0280144402
419	0.02793920928
420	0.02785270596
421	0.0277583763
422	0.0276563423	0423	0.0275794424	424	0.02749615425	425	0.02738182426	0.03035677087
427	0.03031864733
428	0.03022251912
429	0.03021781482
430	0.03016402314
431	0.0300976859
432	0.03000944278
433	0.02998042128
434	0.02992814899
435	0.02987896175
436	0.02981140827
437	0.02969666126
438	0.02957827387
439	0.02953413017
440	0.02942437523
441	0.02942089342
442	0.02935028175
443	0.02925875648
444	0.02913946326
445	0.02913418414
446	0.02901682184
447	0.02892154882
448	0.02879442797
449	0.02873138282
450	0.02865619171
451	0.02858140556
452	0.02845913746
453	0.02845072061
454	0.0283139368
455	0.0282437235
456	0.02819252655
457	0.0281017536
458	0.0279907167
459	0.0278776918
460	0.02782270583
461	0.02779693212
462	0.0277071742
463	0.02770323549
464	0.0276494442
465	0.0275643405
466	0.02748520287
467	0.02740582142
468	0.02733271272
469	0.02727313705
470	0.02726853367
471	0.02717769448
472	0.02713461865
473	0.02706151872
474	0.02697008546
475	0.02688450803
476	0.02681814243
477	0.02673593741
478	0.02667967205
479	0.02659151725
480	0.02649829193
481	0.02642839381
482	0.02642451348
483	0.02636669172
484	0.02629751536
485	0.02622140276
486	0.02613139908
487	0.02603089794
488	0.02594354792
489	0.025915844
490	0.02581866649
491	0.02573388466
492	0.02565971887
493	0.025618379
494	0.02554279659
495	0.02552156263
496	0.02544016004
497	0.02537710822
498	0.02529498039
499	0.02523743888
68001473
0641047
